example_id,label
0,0
1,0
2,1
3,1
4,0
5,1
6,1
7,1
8,0
9,0
10,1
11,1
12,1
13,1
14,1
15,1
16,0
17,0
18,1
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,1
27,1
28,0
29,1
30,0
31,1
32,1
33,1
34,1
35,1
36,0
37,1
38,0
39,1
40,0
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,0
49,1
50,1
51,0
52,0
53,1
54,1
55,1
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,1
64,1
65,0
66,0
67,1
68,1
69,0
70,0
71,1
72,1
73,0
74,0
75,1
76,1
77,0
78,1
79,1
80,0
81,1
82,0
83,0
84,1
85,0
86,1
87,1
88,0
89,1
90,0
91,0
92,0
93,1
94,0
95,0
96,0
97,1
98,0
99,1
100,0
101,0
102,1
103,1
104,1
105,1
106,0
107,1
108,1
109,0
110,1
111,1
112,1
113,0
114,1
115,1
116,0
117,1
118,0
119,1
120,0
121,0
122,0
123,1
124,1
125,0
126,1
127,0
128,1
129,0
130,1
131,1
132,1
133,1
134,0
135,0
136,1
137,0
138,0
139,1
140,0
141,0
142,1
143,0
144,0
145,1
146,0
147,0
148,0
149,0
150,0
151,1
152,0
153,1
154,1
155,1
156,0
157,0
158,0
159,1
160,0
161,1
162,1
163,0
164,0
165,0
166,1
167,0
168,1
169,0
170,1
171,0
172,1
173,0
174,1
175,1
176,1
177,1
178,1
179,0
180,0
181,0
182,1
183,0
184,0
185,1
186,0
187,1
188,1
189,0
190,0
191,1
192,1
193,0
194,1
195,1
196,1
197,0
198,0
199,1
200,1
201,0
202,0
203,1
204,1
205,0
206,0
207,0
208,0
209,0
210,0
211,1
212,0
213,1
214,1
215,0
216,1
217,1
218,0
219,0
220,0
221,0
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,0
232,0
233,1
234,1
235,0
236,0
237,1
238,1
239,1
240,1
241,0
242,1
243,1
244,1
245,1
246,1
247,0
248,0
249,1
250,0
251,0
252,0
253,0
254,1
255,0
256,0
257,0
258,0
259,0
260,1
261,1
262,1
263,0
264,0
265,1
266,1
267,1
268,0
269,1
270,1
271,0
272,1
273,0
274,0
275,1
276,0
277,1
278,1
279,1
280,0
281,0
282,1
283,1
284,1
285,1
286,1
287,1
288,0
289,1
290,1
291,1
292,1
293,0
294,0
295,1
296,0
297,0
298,1
299,0
300,0
301,0
302,1
303,0
304,1
305,0
306,0
307,0
308,0
309,1
310,1
311,1
312,0
313,1
314,0
315,1
316,1
317,0
318,1
319,1
320,0
321,1
322,1
323,0
324,0
325,1
326,0
327,1
328,0
329,1
330,1
331,0
332,1
333,0
334,1
335,0
336,0
337,1
338,0
339,1
340,0
341,0
342,1
343,0
344,1
345,1
346,1
347,1
348,1
349,0
350,0
351,0
352,0
353,0
354,0
355,1
356,1
357,0
358,1
359,1
360,1
361,1
362,0
363,1
364,1
365,0
366,1
367,1
368,0
369,0
370,0
371,0
372,0
373,1
374,0
375,0
376,1
377,1
378,1
379,0
380,1
381,0
382,0
383,0
384,1
385,0
386,0
387,0
388,0
389,0
390,1
391,0
392,0
393,0
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,0
402,0
403,0
404,0
405,0
406,0
407,1
408,0
409,1
410,0
411,1
412,1
413,1
414,1
415,0
416,0
417,1
418,0
419,0
420,0
421,0
422,1
423,0
424,0
425,0
426,0
427,0
428,0
429,1
430,1
431,0
432,0
433,1
434,1
435,0
436,1
437,0
438,1
439,0
440,0
441,1
442,1
443,0
444,1
445,0
446,1
447,1
448,1
449,0
450,1
451,1
452,0
453,0
454,1
455,0
456,1
457,0
458,0
459,1
460,1
461,0
462,0
463,0
464,0
465,1
466,1
467,1
468,1
469,1
470,0
471,1
472,0
473,0
474,1
475,0
476,1
477,1
478,0
479,0
480,0
481,1
482,1
483,1
484,1
485,0
486,0
487,0
488,0
489,0
490,0
491,1
492,1
493,0
494,0
495,1
496,1
497,0
498,1
499,1
500,0
501,0
502,0
503,0
504,1
505,0
506,0
507,0
508,0
509,0
510,0
511,0
512,1
513,1
514,0
515,1
516,1
517,1
518,0
519,1
520,1
521,0
522,1
523,1
524,1
525,1
526,0
527,0
528,0
529,0
530,0
531,0
